00025||1000
00050|t|1000
00055||1000
00089|t|1000
00090|t|1000
00150|t|1000
00189|t|1000
00190|t|1000
00215||1000
00250|t|1000
00253||1000
00289|t|1000
00290|t|1000
00302||1000
00350|t|1000
00389|t|1000
00390|t|1000
00427||1000
00450|t|1000
00483||1000
00489|t|1000
00490|t|1000
00550|t|1000
00579||1000
00589|t|1000
00590|t|1000
00609||1000
00650|t|1000
00679||1000
00689|t|1000
00690|t|1000
00700|c|1000
00701|c|1000
00702|c|1000
00703|c|1000
00704|c|1000
00705|c|1000
00706|c|1000
00707|c|1000
00708|c|1000
00709|c|1000
00710|c|1000
00711|c|1000
00712|c|1000
00713|c|1000
00714|c|1000
00715||1000
00715|c|1000
00716|c|1000
00717|c|1000
00718|c|1000
00719|c|1000
00720|c|1000
00721|c|1000
00722|c|1000
00723|c|1000
00724|c|1000
00725|c|1000
00726|c|1000
00727|c|1000
00728|c|1000
00729|c|1000
00730|c|1000
00731|c|1000
00732|c|1000
00733|c|1000
00734|c|1000
00735|c|1000
00736|c|1000
00737|c|1000
00738|c|1000
00739|c|1000
00740|c|1000
00741|c|1000
00742|c|1000
00743|c|1000
00744|c|1000
00745|c|1000
00746|c|1000
00747|c|1000
00748|c|1000
00749|c|1000
00749|a|9600
00750||500000
00751|a|9600
00751|c|1000
00752|c|1000
00753|c|1000
00754|c|1000
00755|c|1000
00756|c|1000
00757|c|1000
00758||1000
00758|c|1000
00759|c|1000
00760|c|1000
00761|c|1000
00762|c|1000
00763|c|1000
00764|c|1000
00765|c|1000
00766|c|1000
00767|c|1000
00768|c|1000
00769|c|1000
00770|c|1000
00771|c|1000
00772|c|1000
00773|c|1000
00774|c|1000
00775|c|1000
00776|c|1000
00777|c|1000
00778|c|1000
00779|c|1000
00780|c|1000
00781|c|1000
00782|c|1000
00783|c|1000
00784|c|1000
00785|c|1000
00786|c|1000
00787|c|1000
00788|c|1000
00789|c|1000
00789|t|1000
00790|c|1000
00790|t|1000
00791|c|1000
00792|c|1000
00793|c|1000
00794|c|1000
00795|c|1000
00796|c|1000
00797|c|1000
00798|c|1000
00799|c|1000
00850|t|1000
00889|t|1000
00890|t|1000
00936||1000
00950|t|1000
00952||1000
00989|t|1000
00990|t|1000
01038||1000
01050|t|1000
01065||1000
01089|t|1000
01090|t|1000
01134||1000
01150|t|1000
01189|t|1000
01190|t|1000
01250|t|1000
01289|t|1000
01290|t|1000
01300||1000
01350|t|1000
01371||1000
01389|t|1000
01390|t|1000
01425||1000
01450|t|1000
01489|t|1000
01490|t|1000
01502||1000
01550|t|1000
01589|t|1000
01590|t|1000
01631||1000
01650|t|1000
01689|t|1000
01690|t|1000
01750|t|1000
01789|t|1000
01790|t|1000
01839||1000
01850|t|1000
01855||1000
01870||1000
01889|t|1000
01890|t|1000
01900||1000
01921||1000
01950|t|1000
01989|t|1000
01990|t|1000
02047||1000
02050|t|1000
02066||1000
02089|t|1000
02090|t|1000
